trial_id,signed_coherence,coherence,direction_label,choice_right_label,n001,n002,n003,n004,n005,n006,n007,n008,n009,n010,n011,n012,n013,n014,n015,n016,n017,n018,n019,n020,n021,n022,n023,n024,n025,n026,n027,n028,n029,n030,n031,n032,n033,n034,n035,n036,n037,n038,n039,n040,n041,n042,n043,n044,n045,n046,n047,n048,n049,n050,n051,n052,n053,n054,n055,n056,n057,n058,n059,n060,n061,n062,n063,n064,n065,n066,n067,n068,n069,n070,n071,n072,n073,n074,n075,n076,n077,n078,n079,n080,n081,n082,n083,n084,n085,n086,n087,n088,n089,n090,n091,n092,n093,n094,n095,n096,n097,n098,n099,n100,n101,n102,n103,n104,n105,n106,n107,n108,n109,n110,n111,n112,n113,n114,n115,n116,n117,n118,n119,n120
0,-16,16,-1,0,-0.11245074831305324,-0.23590067577262652,-0.1124256933691564,0.06538490879824924,0.3942223133645216,-0.06281622975493106,-0.08073045003437865,0.0324036412882909,-0.2193077057610797,-0.3670129249995839,0.0970105790357699,-0.14847716817620765,-0.1552534916604894,-0.2146812586991531,-0.3920594740778246,-0.44747726085502293,-0.07709657624048291,-0.5489575860047866,-0.3789039325961525,-0.30080423810829426,-0.23037411716141754,-0.2694204993494733,-0.136083003339612,0.5164787473853857,0.21347360595177278,-0.12514491474452036,-0.6367756438803349,-0.24320406089100327,-0.4494553818235941,-0.1066117210172419,-0.19504618635328924,-0.07217051608958658,0.005455963825669173,-0.07496623028311322,-0.25799793458919396,0.16655789900432708,-0.4819836270770233,-0.30488909597975067,-0.3389929055095616,-0.15974891301664695,0.015158913996845876,0.012646617970967278,-0.18041523981814422,-0.10892399501435651,-0.22408117666282742,-0.08899790825287043,-0.20157873515170815,-0.12513941759574704,-0.3513071507477503,-0.40386546855738714,-0.27196494771124424,-0.33933668309447973,0.15368097045125417,0.11820359176881809,-0.306573421258321,-0.024163287262045714,0.12854402353638447,-0.06050503639687471,0.11947903260846549,-0.16095753744553667,-0.5576297128510537,-0.7110194822266375,0.004586374323582804,0.0023743624864110344,-0.3096276945254636,-0.0755012467317129,-0.2064321498159155,-0.2365318671546174,-0.18216485030160023,0.6933247283509345,0.16275615852971229,-0.12297948109051983,0.17409055001149132,-0.28220625737012733,-0.1547512998379976,-0.3606692331919149,-0.021927210613826187,-0.2112664005584064,0.4759281571413136,0.12080522495884813,0.013432038148593029,-0.6114141338098195,0.03634441971901439,-0.11511740397486822,-0.29948224737737705,-0.567353969885659,-0.010341102371150795,0.06610580373033026,-0.27130149219263555,-0.0733733736414047,0.02307505949060592,-0.06272605530853279,-0.2793503635132857,0.31070528995059676,-0.09437988847108339,-0.34496738908168534,-0.1339631994631307,-0.6946911477024524,-0.20855327164159213,0.20175923996284634,-0.13608674223796863,-0.46657535784376203,-0.12365994084739632,-0.5039340791070672,-0.24097617390451478,0.17330932076303346,-0.11215712100137859,-0.3299607385697323,-0.05429291882885842,0.37194768828634306,-0.5245465991966098,-0.05011014015080689,-0.43257729894919955,-0.4216523453408859,0.08756184400555492,-0.20763507497122846,-0.19989944163863244,-0.08741016298245877,-0.32404278664970265,-0.00838122029693017
1,-16,16,-1,0,0.003534199773967489,0.1338052970858687,0.4925269792413107,0.26317771243101057,0.510488229526435,0.051777879764598266,0.4347113248433307,0.26405443128010037,0.12849647557892777,0.5601963691811203,0.25733862174186584,0.19103127311965235,0.2317072893027692,0.3067241768255803,-0.03954500436593908,0.31757311120350284,0.27788475213977926,0.7121019536244725,-0.046396608140723786,0.2425781073750004,0.01787511450525464,0.27624031736660426,0.16041119923856487,0.4819858706809067,0.43672702242281974,0.09516743974794004,-0.056341143969749874,0.08853109468722582,0.26312783780297677,0.2298480197140918,0.2740508175048114,0.40854648243451874,0.7409912340676066,0.08645692291201218,0.19888486481996703,0.37066263617836787,0.07171709970964815,0.515964052686608,0.35200283127759463,0.3472838451723,0.3770307477378833,0.40931709951968354,0.1259578740273985,0.16322778134163818,0.3568951259321466,0.25522502824958826,0.45562965069435774,0.2673109063347315,0.29470362131540984,0.13209125891397785,-0.10745967904747687,0.1357580601849374,-0.29819577984235246,0.30261310912728245,0.31414454677794346,0.34199611855588874,0.14100454761956752,0.3055029219266934,0.16326206752443345,0.3282562406915188,0.6777219712347262,0.4046293466273644,0.5336472841721748,0.36501237766762157,0.2024724130993768,0.41527919045435213,0.10025963363914857,0.484699983671799,0.06771429234916784,0.40102821423217716,0.2582596685013289,0.20236174797122458,0.19075290822533775,0.10539484623104453,0.35906611975129854,0.34451755783479593,0.4070882299744958,0.24532893924476742,0.017708089711499814,0.5022789111577847,0.4694504853944126,0.4095534990410524,-0.14215025206399862,0.33660796717874053,-0.4041969494477751,0.34239304136231763,0.25347785401519646,0.25664684074862865,0.340192907966279,0.3280829628832218,0.22301743061868654,0.22157221550776743,0.42215776042710146,0.0911397359385965,0.294139379943163,-0.12787575139480448,0.5245776649154319,0.08603830909267589,0.17336742868375568,0.29924502478072523,0.06665319712253878,0.040725928009572365,0.4478500871864878,0.2828351202710897,0.40130840864240125,0.9226780103989738,0.05924813826092579,0.24794024500353432,0.36284530364627243,0.8100932784442391,-0.4236235648970731,0.07393747997393277,0.5143531306461879,0.2435982547754649,0.11808793819076113,0.22937515654026472,0.09100597292210133,0.10174978529826939,0.19177468380322424,0.22474419155713957
2,-16,16,-1,0,0.049970451144398326,0.1627663299671489,0.31603321269527174,0.10875181186487504,0.08784977519443046,-0.20587810579074772,0.37429016059524567,0.22434302630768704,-0.21032007276867212,-0.554380482774143,-0.013775480485090572,0.006016753627363536,0.2151544896730767,0.03234804783998439,0.5053712848478285,0.18520800171001356,0.053026097818072646,0.30413000269545143,-0.2280675826342437,-0.22824888246613903,0.26288479878757404,0.3218624432630327,-0.3028963330289838,0.44983788186164675,0.4629118094810871,-0.08474707506211301,0.018545426581820984,-0.027141914643192027,0.1045870762713224,0.16931543855214828,0.004189553074119806,0.30281723698123375,0.49888175546364366,0.4567994796987198,-0.047514383686831585,-0.2546126965436406,0.22118649121844414,0.12000741945276022,-0.14928326515509252,0.09160654930918782,0.004246938385587706,0.10155843159219173,-0.031442154846981735,0.008693977442481779,0.1556878759262546,-0.1334987691199625,0.31865185882488095,-0.35716282668985777,0.3899072408852741,-0.1874236148578391,0.1439802792081513,0.17578018064878223,0.28760976927444437,0.298340269835738,0.12005357504540765,-0.01903141128980318,0.09496697455444109,0.23282597940823713,-0.08637074104046821,-0.1280873651161144,-0.1500167833377587,0.19253913504379178,0.11971516058647384,0.27515024190612464,0.10805121068115615,0.36599970590786707,-0.6625208275641475,0.48925602513804556,0.11229226129555672,0.6761729498553745,-0.0258909635670102,0.176019489648388,0.10207009430266263,0.47350160094451954,0.3628312984045696,0.18349920722179677,0.4126548713187227,0.022274631585810008,0.23830478369525068,0.13123985581697517,0.5099083333728092,0.03288911102614039,0.23668149099427216,0.45623612926536616,-0.7018984477635105,0.45032473709098075,0.15673010308673513,-0.00916656415912101,-0.2071104611438011,0.1663798131067618,-0.25040254807687123,0.05044921457685188,-0.07340765400464687,0.6095795851671432,0.12956666859155982,0.2604440794262561,0.42801245429102464,0.4011453450299715,0.2121142076379481,0.3904278562237773,-0.17048111100686497,-0.2718132037007178,-0.017230152960535948,0.04193828454122179,-0.14377120206995245,0.14513593608611325,0.13618266547410318,-0.05863208863228929,0.10474704402296889,-0.280473040176001,0.4243726862449631,0.31654146493213675,0.25854195327811824,0.08673190612930862,0.6624205248454472,0.15844012247878886,-0.0946690438282242,0.0493924878209521,-0.10063279221343313,0.513802342199251
3,-16,16,-1,0,-0.14862835108092104,-0.037498603592661627,-0.4162059441230834,0.13014023149678583,0.158000156832912,-0.31339203515995095,-0.07682616421040342,-0.3375188976301396,-0.129593030394477,0.030989943453387778,-0.03398326302067337,0.13208427623144608,0.1735644102435872,-0.1872226974833024,-0.014903924399331248,0.0396728914162173,-0.026205587657069707,-0.004317398838681208,-0.06134818145869181,0.16359575311659447,0.12129329111748145,0.004199565437704139,0.07663285935629713,0.47089052749834553,0.5006768630840338,-0.05939498020761335,0.10880629219568218,0.003825027748678586,-0.05755001522892722,-0.033683772033357345,-0.007672780500228973,0.06339641553298438,0.5223575265541603,0.038820629702884496,0.10125449061884602,0.6523784811225373,0.35554078957032176,0.12367652535570232,-0.15767467990342815,-0.20783274652935685,0.05195909589672389,0.2937167893174709,-0.2868577012729877,-0.2815366586370997,0.0376796133627155,-0.01390515780639276,-0.0967080078321312,-0.09589300238960342,-0.028968106274147892,-0.3234791442024909,0.08968258845629154,-0.34834374484036906,0.42670500185182975,0.011003696552950692,-0.06770596394175854,-0.13697958862458587,-0.10588483997250922,-0.13222359221227784,-0.15887013621151988,-0.14876608671337768,-0.20207279501796135,0.12994757536030993,-0.4388718261452266,0.0570697316974423,-0.03303843954434979,0.09321644488969061,0.16734143898669107,0.270771239823575,-0.0738790961158983,0.3266980605522164,-0.6073905576049534,0.006679715890548159,0.08228076975748008,-0.29014780180386646,0.16323307608262755,-0.20082099850369514,0.11732738165202895,-0.11520533843620731,-0.33175944777550387,0.05401292888699613,0.021800046893251407,-0.3156910471615228,-0.34731171124468874,-0.03538590157827618,0.09649104473231848,-0.01728488176852766,0.20014097227034722,-0.24242021334333175,-0.13021191617365696,0.0031477753931267796,0.12417407361897348,-0.04080858223805678,0.3331435584976675,0.1284245623005526,0.05720831927636344,0.2646017711612984,-0.04782378215180441,-0.31199698290208255,0.17147749730021844,0.14417308179128863,-0.07943496444825204,0.1269012889426566,-0.15536999532694915,-0.11997950073909246,-0.022093936707868377,0.42276315449104007,0.04719274516436017,-0.051868329547012024,-0.02519191163756519,-0.8782755388062353,0.32315686816710343,-0.2494815290438569,0.04704714163021149,0.29630662112770734,0.029980942117156448,-0.4310382139786292,0.105158186371696,0.03515042253965246,-0.09702288820460572,-0.13823130933850758
4,-16,16,-1,0,0.1883429023510031,-0.08176701035416285,-0.3358635896299532,0.05588787129946701,0.5129767251207513,-0.09204748197021274,0.653349440386382,-0.06385102632592363,0.13457240677320748,0.13045683297610286,0.10053931029338335,0.38301809271851484,0.07121450233802716,0.07228142078122744,-0.21613374503314056,-0.183957086798207,0.03653673635346706,-0.32240635922301136,-0.3478069553999566,0.12014292543940353,0.23333432760997058,0.3108428627516685,0.46423582987805057,0.2947507705336011,0.42424681438960077,-0.20048938678461398,0.18267541750899985,0.21791069896360793,-0.13763655108314843,0.16401649157007972,0.13025370884977439,0.1845757538079118,0.28728626046693573,0.6838497325426853,0.08985993545475655,0.19188974167839717,0.10033284391624256,0.2041750264473161,-0.31706267639919483,0.34796910862728475,0.3928481336806604,0.3555821003136135,-0.018675867105472983,-0.08980395766376263,0.15176896470586643,-0.1339913215660856,0.22669690937291395,0.028957107974231164,0.07458438848777421,-0.030197699533695346,0.21537476686459434,-0.16602858512913127,0.9615496832652783,0.31246013242166215,0.10302970527847374,0.11695088140108711,0.03372090378084598,-0.07197394740994169,-0.1275501186370195,0.2525719844077251,0.26855760916276317,-0.377668686726079,0.15695959634444623,0.2191241826953574,0.16240862482935897,0.15010843999935553,0.7387295679157969,0.2475279752596462,0.3426783090995605,0.24757123183446117,0.3074559459421203,0.15625661701117952,0.425471288056982,0.06154035973679752,0.06178579745720361,0.005124662294286167,-0.02123433616379619,0.15805123697944296,0.1528104447539811,0.3442142678005329,0.4333516618943692,0.39038464402010736,-0.11318525544739633,0.36967446306290197,0.6909744359218187,-0.02679898925358687,-0.0531313411994576,0.20324416593736788,0.13049232204237415,0.10499934426848603,0.19880619458303092,0.2903866668104353,0.23046119556358005,-0.20719792405610493,-0.02314433285334261,-0.25051586119261304,0.23537736156096664,-0.09150511392126026,0.07156611896011467,0.4405219522939975,0.04428969834286118,-0.0861199799571384,0.12749282241753002,0.2625613086053647,0.12290610262774704,0.5804010840827024,0.043768878888058034,0.3275800759920931,-0.003172755679488576,-0.34479343128366025,-0.20285759631368622,0.37846471695788836,0.54215345611019,0.0028082557540161646,0.18860763920358808,0.1449708358769668,0.04521052536556544,0.37287001159525657,-0.08689916719492877,-0.3053831954878549
5,-16,16,-1,0,0.30323922752805,0.16503741100991115,-0.11081698611617478,-0.07082825510348531,0.3050293199866068,0.24182493726170662,0.5583305718231468,0.46819998393375195,0.0011959172670555351,-0.0588984849605413,0.0277421163324324,0.3327157418386929,0.0302911316610128,0.14766940261901343,0.09902013604887655,0.1066480753965475,-0.10007370481319097,0.36228387704114745,-0.0664679357302791,-0.18501970420270944,0.1848566555780638,0.18935420154455218,0.0835827155958591,0.4606715212993731,0.5609062345995999,0.4200886121079393,-0.006046412237722201,0.27886583653492947,-0.44409126284079964,0.3620129251934706,0.06785479030770099,0.2821426735704875,0.1838442402578847,0.3872725871935269,0.19209399697579427,0.10722127270242152,-0.07574201063767963,-0.45410184745726445,0.10389650751254935,0.2289057204964028,0.20782317630082398,0.2642843078270976,0.10343125426937176,0.1287199964706086,-0.25674650189581116,0.019830421509791193,0.20119689211849706,0.2709800604522931,-0.02176053274012124,-0.18139691261364238,-0.11196984237383062,0.3308789185187253,0.014884331613693846,0.43149654295688544,0.11376648628546768,-0.03734258480841007,0.15416891946669609,0.4359866231764559,0.16806377686401605,-0.02700091467851469,-0.031164888303745163,-0.28419640662071427,1.0961336294477653,0.23946188937882718,-0.4232764993974115,0.3405660351484697,0.13904569778946002,0.0704768654567384,0.05859029291855056,0.3118855366147288,0.3297480780581089,0.1349164318648935,-0.03622918567328466,0.27621297168435943,0.10028111228897603,0.0202065416016569,0.002021478273282102,0.1534854631113849,0.06207509346311838,0.1523314228087558,0.5389770509187061,0.33947732526662605,-0.20186009467364774,-0.03294358424838795,-0.3605397170454322,0.03774411412431369,0.08155398508166695,0.06632432787197369,0.12594082409044471,0.24108522340959365,-0.04309587004159929,-0.24861005146158824,0.09271005628654083,0.3862865940769743,0.23397879587663367,-0.09353967471237826,0.26195409177390894,-0.010011078409257156,-0.08692475997889126,0.19428829884688764,0.196303150903822,0.14445970864914975,0.16245611547802302,-0.06385230675201989,0.12748561517330978,0.7535189943012589,-0.026531706548859144,-0.07438531791849466,0.21620935886770526,0.06480778473530044,-0.45530360710722884,0.03129266571013412,0.5461167462107822,0.1427516504187127,0.6990065617634817,0.16646060089047518,0.05243832792973249,0.3688570296358801,-0.17036210610970481,0.24661605421739594
6,-16,16,-1,0,0.1944141154159347,0.3312407484939966,0.15888536021791488,0.31453181186298756,0.28640596370004456,-0.046221252974087045,0.09890466589540484,-0.30924409706356626,-0.12037965635022442,0.22166217762072643,-0.012638952306176492,0.2728359343215775,-0.0477174003025155,0.46781573801495285,0.2745895637568476,0.007916664967670232,0.2579911975160467,0.1241299612792855,0.237555967971833,-0.07607581335135492,0.05878208333414742,0.36547119970700487,0.15918875686045242,0.36465486692232385,0.49603457463776557,-0.027876397362783335,-0.24460178221046433,0.03339779876912784,-0.3413239693220383,-0.0483841668626723,0.10319652288678739,0.10545198274813422,0.7010511522058465,0.12295233721121279,-0.03769985823656219,0.29520350118797306,-0.04563326061642023,0.2749886178936436,-0.17618921026352008,0.24401592349143894,0.14537821855009325,0.0680327998406117,0.09208327085400272,-0.1410136770101744,0.0029402006132221194,0.14310457655717115,0.25629736450687124,0.1379543708048568,-0.18769572098975001,0.06855682879239744,-0.18628007056548018,-0.14836220712472353,-0.23282295504454992,-0.5247111327360925,0.11388746305473425,0.25661664699193887,-0.27027504523924306,-0.13269755700477082,-0.02563311432814776,-0.08391633261385949,0.07985576675956327,-0.22720624845822368,-0.6541954888969673,0.09840481032373591,0.035636035934135356,0.010459279906949392,0.1540846976948761,0.25923865296189474,0.10860305603329704,0.5059157060837458,-0.033038920746306336,0.17885098277616276,-0.1254451781325646,-0.4399581200496865,0.019189286839878403,0.19728093708669842,0.15413335823931218,-0.127193164560632,-0.11587652607650173,0.011475918650784345,-0.06870990819306474,-0.08539599737093108,0.09583642353759941,0.138115833450518,-0.19925522810329438,-0.35834666247926095,0.4153770222876304,-0.3400253499977582,0.007659035184196304,0.19305711997263952,0.17311630276085002,0.06589151373549962,-0.7833416764521667,-0.32404632188052357,-0.01271468597629588,-0.44070215441452953,-0.11912200215480953,0.10604917383805842,-0.12820701341903584,0.38776175190229223,0.14544392784928536,-0.1357622136535728,-0.2905996207102503,-0.11956276924658514,-0.08759559984891109,0.0796758591446283,-0.16079217351191222,-0.046539811421076126,-0.02734549801473073,-0.056306278690806975,-0.10632182399044408,0.17800767720634075,0.5671998184514944,0.01639537003319722,0.17177805720454237,-0.10626021540182237,0.08019875056644898,0.23804406781864135,-0.018107270945055497,-0.03714359586721908
7,-16,16,-1,0,-0.322911066892251,-0.020982235927063823,-0.011137331379134365,-0.06052771938911081,0.20169998206190007,0.19033134294722237,0.10551072191653023,0.3099752914753439,-0.011567878546964366,0.5905286582538167,0.13733652576748007,0.05217861417977404,0.2344717533721017,0.09462548841474919,-0.24219400004607627,0.33566084635685517,-0.06332918420894082,0.13505759917258353,0.7144244592429804,-0.09164847910072986,0.07252212645907541,0.23170918364294663,-0.5282062241284837,0.5030826429567983,0.05116302896729269,0.2967177256245355,0.30640605641568747,-0.14453508875086815,-0.23235496814724682,0.2601231736562185,-0.059973702400563336,0.18945474412154045,0.4184622104754533,0.3817503545032134,0.14234775768138172,0.05801472197330143,0.233711677691459,0.3385277327831885,0.26934033502833,0.011670812478631248,0.48759477444204513,0.19043528153004388,0.015497950579573476,0.19212163361177348,0.04652955070304678,-0.3165295012787953,0.15405944277101324,0.15429948081496342,0.029447839405517248,0.1651457063198433,-0.23522168490066567,-0.16866889771913524,0.08983397440470259,0.07850145678298182,0.11349715282821138,0.3031057489745833,-0.041317534674835205,-0.10031891638622355,-0.08969289455611598,0.026015710571108644,-0.16465809179073168,-0.032630701459852904,-0.14314733684095646,0.296665121783402,-0.11204633520049066,0.07776666885693947,0.177101001079874,0.3901919436968238,0.0858161241908619,-0.10010274012808568,0.17326941164698523,0.050798093954397994,0.08368228062701326,0.08247788486787001,0.04224204462383577,0.23426910262136735,0.11672998651505606,0.0357975019371099,0.14161337805735547,-0.09322004654306432,0.19871716565752046,0.11419546658882271,0.11230268516859862,-0.1266416499275638,0.14955301881183014,-0.1303167360105678,-0.3845645506337016,0.2576647789108917,0.23892136849871579,-0.0052116755245302515,0.41214791390003386,0.05718085965119113,0.25562717966723425,0.605248696034334,0.3652296085611848,0.013049361908299723,0.03949122508578176,-0.09116905276916673,0.16159259007910548,0.12259597915928513,0.15998359183344502,0.17334494146678078,0.4189079396006005,0.21951235579483389,-0.12161083659320535,1.1085692177231623,0.029735779931306182,-0.046582155606616604,-0.07870986177104324,-0.004994602063035911,0.7390312974821825,0.062291421717047796,0.34326108590336046,0.20017150340587114,0.4851819378657035,-0.14254219020749478,-0.08702217927981853,0.3126761218465811,0.30543247368325943,-0.11813629959574827
8,-16,16,-1,0,-0.10113839944621036,0.1289870400495512,-0.2713509760601093,0.0629464107214768,0.0457246905208705,0.10019329771357177,-0.05112729339339092,0.5282221633460634,-0.09926380860949152,0.2487906183990046,0.18561370503417612,0.3895555798847977,0.1703801721129501,-0.25485659159608764,0.5285804147805879,0.09429584351048381,-0.14982391209676618,0.37949836042593227,-0.007848595554922514,-0.13912227784242823,0.34444961936889246,0.17220295996527488,0.14373705630049483,0.22610328088095924,0.5071593990134647,0.07906326402502922,-0.12384947089808146,0.018319166202904386,0.24426735984092052,0.02120925481829764,-0.026831192088733212,0.18959707449224583,0.40613096700208395,0.29360874189618225,-0.0008067975262387728,-0.057905440371257194,-0.027224951414346388,0.36230292939686193,0.023695007537904395,0.4253800147034411,0.43510206760242703,0.2179670323202607,0.021325187561366026,0.057140944772296746,-0.08419469779099503,0.06042483451313026,0.09949352458764772,0.19485899769242715,-0.20079814064678567,0.3223516586849661,-0.015497635413316415,-0.14511398952400056,0.31427168709582753,0.09845648153955755,0.09285954247747942,0.05530517636395829,-0.4307203933033944,0.15338736118468502,0.02091006397888815,0.12706605360493256,-0.6724945131820463,-0.08535688486814819,-0.3822597186959461,0.19873791898627977,0.18232256791568177,0.04863318701651903,0.16233409038235605,0.26606776620471373,-0.15664136770367734,0.3577141345388843,0.024226912797750483,0.15288067812145742,0.14346695239940951,0.31755366807777563,0.23854808967488897,0.20822427142685684,0.14889225951031515,0.05356345412433655,-0.08225945985118892,-0.18901066672223973,-0.1613726936298526,-0.05374673887561887,0.1098501736222127,0.10593496276855818,-0.07440110199745269,0.1978154066590634,0.2402508793152965,0.00023624737171760307,0.055971005560316756,-0.09045895239949633,0.3858043276609515,0.006045382757196949,-0.7432417929117638,-0.046063821877541246,0.12704277771327036,0.1859110987229122,0.2244563438754843,0.08551755304202373,0.04443834077477775,0.3593520694451541,-0.12877459465849184,-0.03327203869916104,0.0911263194932608,-0.04397834277849185,0.17646996361253892,0.3817974843196659,0.098335106332533,0.07077149121023897,0.11822142303472867,0.1767088968242754,-0.4556367335190927,0.07527867013371087,0.13183721799454678,0.08331197942854049,0.2376854097910327,-0.045209088426321806,-0.16113917699647287,0.21357458763438097,0.20857825228022844,0.14799640284302476
9,-16,16,-1,0,-0.36658621620716414,-0.20977484877686312,-0.23842525537027753,0.07364389506342842,0.21669566817196212,-0.04041487223010207,0.2877847889416276,-0.3254968435845792,-0.37796198565580813,-0.6792509006070298,-0.0998024180576334,0.16636666896015984,-0.24831925828250612,-0.2532206974325743,-0.538701936039507,-0.03722449185463697,-0.21541392306457316,-0.032363789430064294,-0.47768701216124587,-0.248914044575882,0.24170869648195328,-0.0304773761661103,-0.6039969208750221,-0.24830573013661764,-0.09769366526628682,-0.16742462729827975,-0.23022877018528703,-0.08459310347450277,-0.27910633614238367,-0.46439787701813173,-0.13755963593656714,-0.06497643595555555,-0.4772649118473159,-0.053571709294100975,-0.2804606306700884,0.5193573963061232,-0.307479514796222,-0.09430543626086194,-0.05013484449769268,-0.2910889880647256,0.03216875459045557,-0.1899765478491768,-0.19535169916265954,-0.4276952622800521,-0.17258890439575963,-0.5133464471900488,-0.08567069586476286,-0.13524754083575008,-0.1783318224337119,-0.014185682486783896,-0.6713657760938176,0.07476629902705967,-0.07469617388026822,-0.197512949395099,-0.09023848796807313,0.20834941544553465,-0.3253264335965904,-0.23620787385317635,-0.1755881791159003,-0.032119286879091546,-0.12407354932380688,0.5514605927468026,0.021202997467678564,-0.13310736681494106,-0.40562938331371334,-0.06815831462277602,-0.3362222249714528,-0.1424394922495844,-0.11956140234420391,0.2624582637145505,-0.3070605043222394,0.004192673805690023,-0.06443674242737754,-0.17207154204687825,0.08067524420550716,-0.012480952368711329,-0.4194543412493557,-0.21699374778795005,-0.06451507198502265,-0.35333291774615827,-0.3903958288193925,-0.2445307337164141,-0.3984484881309396,-0.15074899813553194,-0.6867257443774974,-0.12142788139336402,-0.479690336628655,-0.5908169376495165,-0.22953434380104296,-0.11665531127673709,-0.29427727737986503,-0.199792981849756,-0.6571356143892655,0.32973042475250736,-0.026406718742001595,-0.13871073809078938,-0.013103802336387454,-0.23363543816228796,-0.38293800426155006,0.009116082928860313,-0.07935814361840446,-0.5511886810533637,-0.20492248435020105,-0.3914378506443375,-0.08708464042515149,0.1148692300090551,-0.02591473583298462,-0.06851919917655161,-0.22729961673904103,-0.23361057650585637,0.3922035035980888,-0.031506964551624383,-0.17588893656099897,-0.31969687131974517,-0.24781354614072337,-0.4510040420887231,-0.3303200970924812,0.3239788277780884,-0.16734047359398813,0.06107887032762388
